date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref
2023-11-04T17:30:00Z,10,Dortmund,Bayern,0,4,0,2,4,Bayern,Dortmund,Deniz Aytekin
2023-11-05T14:30:00Z,10,Wolfsburg,Bremen,2,2,1,1,0,DRAW,DRAW,
2023-11-05T16:30:00Z,10,Heidenheim,Stuttgart,2,0,0,0,2,Heidenheim,Stuttgart,
2023-11-10T19:30:00Z,11,M'gladbach,Wolfsburg,4,0,2,0,4,M'gladbach,Wolfsburg,Felix Zwayer
2023-11-11T14:30:00Z,11,Bayern,Heidenheim,4,2,2,0,2,Bayern,Heidenheim,Harm Osmers
2023-11-11T14:30:00Z,11,Augsburg,Hoffenheim,1,1,0,1,0,DRAW,DRAW,Felix Brych
2023-11-11T14:30:00Z,11,Stuttgart,Dortmund,2,1,1,1,1,Stuttgart,Dortmund,Tobias Stieler
2023-11-11T14:30:00Z,11,Darmstadt,Mainz,0,0,0,0,0,DRAW,DRAW,Daniel Siebert
2023-11-11T17:30:00Z,11,Bochum,1. FC Köln,1,1,1,0,0,DRAW,DRAW,Matthias Jöllenbeck
2023-11-12T14:30:00Z,11,Leverkusen,Union Berlin,4,0,1,0,4,Leverkusen,Union Berlin,Timo Gerach
2023-11-12T16:30:00Z,11,Bremen,Frankfurt,2,2,1,0,0,DRAW,DRAW,Benjamin Brand
2023-11-12T18:30:00Z,11,RB Leipzig,Freiburg,3,1,1,1,2,RB Leipzig,Freiburg,Patrick Ittrich
2023-11-24T19:30:00Z,12,1. FC Köln,Bayern,0,1,0,1,1,Bayern,1. FC Köln,Marco Fritz
2023-11-25T14:30:00Z,12,Dortmund,M'gladbach,4,2,3,2,2,Dortmund,M'gladbach,Sven Jablonski
2023-11-25T14:30:00Z,12,Union Berlin,Augsburg,1,1,0,1,0,DRAW,DRAW,Florian Badstübner
2023-11-25T14:30:00Z,12,Freiburg,Darmstadt,1,1,1,1,0,DRAW,DRAW,Sascha Stegemann
2023-11-25T14:30:00Z,12,Wolfsburg,RB Leipzig,2,1,1,0,1,Wolfsburg,RB Leipzig,Robert Hartmann
2023-11-25T14:30:00Z,12,Bremen,Leverkusen,0,3,0,2,3,Leverkusen,Bremen,Martin Petersen
2023-11-25T17:30:00Z,12,Frankfurt,Stuttgart,1,2,1,2,1,Stuttgart,Frankfurt,Felix Brych
2023-11-26T14:30:00Z,12,Heidenheim,Bochum,0,0,0,0,0,DRAW,DRAW,Felix Zwayer
2023-11-26T16:30:00Z,12,Hoffenheim,Mainz,1,1,0,1,0,DRAW,DRAW,Deniz Aytekin
2023-12-01T19:30:00Z,13,Darmstadt,1. FC Köln,0,1,0,0,1,1. FC Köln,Darmstadt,Patrick Ittrich
2023-12-02T14:30:00Z,13,RB Leipzig,Heidenheim,2,1,2,1,1,RB Leipzig,Heidenheim,Christian Dingert
2023-12-02T14:30:00Z,13,M'gladbach,Hoffenheim,2,1,0,0,1,M'gladbach,Hoffenheim,Tobias Reichel
2023-12-02T14:30:00Z,13,Bochum,Wolfsburg,3,1,2,1,2,Bochum,Wolfsburg,Robert Schröder
2023-12-02T17:30:00Z,13,Stuttgart,Bremen,2,0,1,0,2,Stuttgart,Bremen,Bastian Dankert
2023-12-03T14:30:00Z,13,Mainz,Freiburg,0,1,0,0,1,Freiburg,Mainz,Tobias Stieler
2023-12-03T16:30:00Z,13,Leverkusen,Dortmund,1,1,0,1,0,DRAW,DRAW,Daniel Siebert
2023-12-03T18:30:00Z,13,Augsburg,Frankfurt,2,1,1,0,1,Augsburg,Frankfurt,Harm Osmers
2023-12-08T19:30:00Z,14,Hoffenheim,Bochum,3,1,2,0,2,Hoffenheim,Bochum,Matthias Jöllenbeck
2023-12-09T14:30:00Z,14,Union Berlin,M'gladbach,3,1,1,0,2,Union Berlin,M'gladbach,Martin Petersen
2023-12-09T14:30:00Z,14,Frankfurt,Bayern,5,1,3,1,4,Frankfurt,Bayern,Felix Zwayer
2023-12-09T14:30:00Z,14,Wolfsburg,Freiburg,0,1,0,0,1,Freiburg,Wolfsburg,Marco Fritz
2023-12-09T14:30:00Z,14,Bremen,Augsburg,2,0,1,0,2,Bremen,Augsburg,Sascha Stegemann
2023-12-09T14:30:00Z,14,Heidenheim,Darmstadt,3,2,1,0,1,Heidenheim,Darmstadt,Daniel Schlager
2023-12-09T17:30:00Z,14,Dortmund,RB Leipzig,2,3,1,1,1,RB Leipzig,Dortmund,Sven Jablonski
2023-12-10T14:30:00Z,14,Stuttgart,Leverkusen,1,1,1,0,0,DRAW,DRAW,Deniz Aytekin
2023-12-10T16:30:00Z,14,1. FC Köln,Mainz,0,0,0,0,0,DRAW,DRAW,Frank Willenborg
2023-12-15T19:30:00Z,15,M'gladbach,Bremen,2,2,1,1,0,DRAW,DRAW,Felix Zwayer
2023-12-16T14:30:00Z,15,Mainz,Heidenheim,0,1,0,1,1,Heidenheim,Mainz,Bastian Dankert
2023-12-16T14:30:00Z,15,Bochum,Union Berlin,3,0,1,0,3,Bochum,Union Berlin,Sven Jablonski
2023-12-16T14:30:00Z,15,Augsburg,Dortmund,1,1,1,1,0,DRAW,DRAW,Matthias Jöllenbeck
2023-12-16T14:30:00Z,15,Darmstadt,Wolfsburg,0,1,0,0,1,Wolfsburg,Darmstadt,Robert Hartmann
2023-12-16T17:30:00Z,15,RB Leipzig,Hoffenheim,3,1,1,1,2,RB Leipzig,Hoffenheim,Robert Schröder
2023-12-17T14:30:00Z,15,Freiburg,1. FC Köln,2,0,0,0,2,Freiburg,1. FC Köln,Harm Osmers
2023-12-17T16:30:00Z,15,Leverkusen,Frankfurt,3,0,1,0,3,Leverkusen,Frankfurt,Christian Dingert
2023-12-17T18:30:00Z,15,Bayern,Stuttgart,3,0,1,0,3,Bayern,Stuttgart,Tobias Stieler
2023-12-19T17:30:00Z,16,Bremen,RB Leipzig,1,1,0,0,0,DRAW,DRAW,Tobias Reichel
2023-12-19T19:30:00Z,16,Dortmund,Mainz,1,1,1,1,0,DRAW,DRAW,Marco Fritz
2023-12-19T19:30:00Z,16,Hoffenheim,Darmstadt,3,3,2,1,0,DRAW,DRAW,Frank Willenborg
2023-12-20T17:30:00Z,16,Union Berlin,1. FC Köln,2,0,0,0,2,Union Berlin,1. FC Köln,Deniz Aytekin
2023-12-20T19:30:00Z,16,Leverkusen,Bochum,4,0,3,0,4,Leverkusen,Bochum,Daniel Schlager
2023-12-20T19:30:00Z,16,Frankfurt,M'gladbach,2,1,0,1,1,Frankfurt,M'gladbach,Florian Badstübner
2023-12-20T19:30:00Z,16,Wolfsburg,Bayern,1,2,1,2,1,Bayern,Wolfsburg,Sascha Stegemann
2023-12-20T19:30:00Z,16,Stuttgart,Augsburg,3,0,2,0,3,Stuttgart,Augsburg,Daniel Siebert
2023-12-20T19:30:00Z,16,Heidenheim,Freiburg,3,2,0,1,1,Heidenheim,Freiburg,Benjamin Brand
2024-01-12T19:30:00Z,17,Bayern,Hoffenheim,3,0,1,0,3,Bayern,Hoffenheim,Benjamin Brand
2024-01-13T14:30:00Z,17,RB Leipzig,Frankfurt,0,1,0,1,1,Frankfurt,RB Leipzig,Frank Willenborg
2024-01-13T14:30:00Z,17,Freiburg,Union Berlin,0,0,0,0,0,DRAW,DRAW,Christian Dingert
2024-01-13T14:30:00Z,17,Mainz,Wolfsburg,1,1,0,1,0,DRAW,DRAW,Patrick Ittrich
2024-01-13T14:30:00Z,17,1. FC Köln,Heidenheim,1,1,1,0,0,DRAW,DRAW,Felix Zwayer
2024-01-13T14:30:00Z,17,Augsburg,Leverkusen,0,1,0,0,1,Leverkusen,Augsburg,Sven Jablonski
2024-01-13T17:30:00Z,17,Darmstadt,Dortmund,0,3,0,1,3,Dortmund,Darmstadt,Deniz Aytekin
2024-01-14T14:30:00Z,17,Bochum,Bremen,1,1,0,0,0,DRAW,DRAW,Tobias Stieler
2024-01-14T16:30:00Z,17,M'gladbach,Stuttgart,3,1,2,0,2,M'gladbach,Stuttgart,Harm Osmers
2024-01-20T14:30:00Z,18,1. FC Köln,Dortmund,0,4,0,1,4,Dortmund,1. FC Köln,Daniel Schlager
2024-01-20T14:30:00Z,18,Darmstadt,Frankfurt,2,2,0,1,0,DRAW,DRAW,Daniel Siebert
2024-01-20T14:30:00Z,18,Heidenheim,Wolfsburg,1,1,1,1,0,DRAW,DRAW,Timo Gerach
2024-01-20T14:30:00Z,18,Freiburg,Hoffenheim,3,2,1,0,1,Freiburg,Hoffenheim,Sascha Stegemann
2024-01-20T14:30:00Z,18,Bochum,Stuttgart,1,0,0,0,1,Bochum,Stuttgart,Bastian Dankert
2024-01-20T17:30:00Z,18,RB Leipzig,Leverkusen,2,3,1,0,1,Leverkusen,RB Leipzig,Matthias Jöllenbeck
2024-01-21T14:30:00Z,18,Bayern,Bremen,0,1,0,0,1,Bremen,Bayern,Marco Fritz
2024-01-21T16:30:00Z,18,M'gladbach,Augsburg,1,2,1,0,1,Augsburg,M'gladbach,Martin Petersen
2024-01-24T19:30:00Z,13,Bayern,Union Berlin,1,0,0,0,1,Bayern,Union Berlin,Frank Willenborg
2024-01-26T19:30:00Z,19,Frankfurt,Mainz,1,0,0,0,1,Frankfurt,Mainz,Felix Zwayer
2024-01-27T14:30:00Z,19,Augsburg,Bayern,2,3,0,2,1,Bayern,Augsburg,Christian Dingert
2024-01-27T14:30:00Z,19,Stuttgart,RB Leipzig,5,2,2,1,3,Stuttgart,RB Leipzig,Sven Jablonski
2024-01-27T14:30:00Z,19,Bremen,Freiburg,3,1,1,1,2,Bremen,Freiburg,Robert Hartmann
2024-01-27T14:30:00Z,19,Wolfsburg,1. FC Köln,1,1,1,1,0,DRAW,DRAW,Sören Storks
2024-01-27T14:30:00Z,19,Hoffenheim,Heidenheim,1,1,1,1,0,DRAW,DRAW,Tobias Welz
2024-01-27T17:30:00Z,19,Leverkusen,M'gladbach,0,0,0,0,0,DRAW,DRAW,Deniz Aytekin
2024-01-28T14:30:00Z,19,Union Berlin,Darmstadt,1,0,0,0,1,Union Berlin,Darmstadt,Harm Osmers
2024-01-28T16:30:00Z,19,Dortmund,Bochum,3,1,1,1,2,Dortmund,Bochum,Benjamin Brand
2024-02-02T19:30:00Z,20,Heidenheim,Dortmund,0,0,0,0,0,DRAW,DRAW,Bastian Dankert
2024-02-03T14:30:00Z,20,Darmstadt,Leverkusen,0,2,0,1,2,Leverkusen,Darmstadt,Tobias Reichel
2024-02-03T14:30:00Z,20,Bayern,M'gladbach,3,1,1,1,2,Bayern,M'gladbach,Tobias Stieler
2024-02-03T14:30:00Z,20,Mainz,Bremen,0,1,0,1,1,Bremen,Mainz,Benjamin Brand
2024-02-03T14:30:00Z,20,Bochum,Augsburg,1,1,1,0,0,DRAW,DRAW,Patrick Ittrich
2024-02-03T14:30:00Z,20,Freiburg,Stuttgart,1,3,1,2,2,Stuttgart,Freiburg,Daniel Siebert
2024-02-03T17:30:00Z,20,1. FC Köln,Frankfurt,2,0,0,0,2,1. FC Köln,Frankfurt,Timo Gerach
2024-02-04T14:30:00Z,20,Wolfsburg,Hoffenheim,2,2,0,1,0,DRAW,DRAW,Florian Badstübner
2024-02-04T16:30:00Z,20,RB Leipzig,Union Berlin,2,0,1,0,2,RB Leipzig,Union Berlin,Marco Fritz
2024-02-07T17:30:00Z,18,Mainz,Union Berlin,1,1,1,1,0,DRAW,DRAW,Martin Petersen
2024-02-09T19:30:00Z,21,Dortmund,Freiburg,3,0,2,0,3,Dortmund,Freiburg,Harm Osmers
2024-02-10T14:30:00Z,21,Augsburg,RB Leipzig,2,2,1,1,0,DRAW,DRAW,Benjamin Brand
2024-02-10T14:30:00Z,21,Union Berlin,Wolfsburg,1,0,1,0,1,Union Berlin,Wolfsburg,Matthias Jöllenbeck
2024-02-10T14:30:00Z,21,Frankfurt,Bochum,1,1,1,1,0,DRAW,DRAW,Sven Jablonski
2024-02-10T14:30:00Z,21,Bremen,Heidenheim,1,2,1,2,1,Heidenheim,Bremen,Robert Schröder
2024-02-10T14:30:00Z,21,M'gladbach,Darmstadt,0,0,0,0,0,DRAW,DRAW,Sascha Stegemann
2024-02-10T17:30:00Z,21,Leverkusen,Bayern,3,0,1,0,3,Leverkusen,Bayern,Felix Zwayer
2024-02-11T14:30:00Z,21,Stuttgart,Mainz,3,1,2,0,2,Stuttgart,Mainz,Deniz Aytekin
2024-02-11T16:30:00Z,21,Hoffenheim,1. FC Köln,1,1,0,0,0,DRAW,DRAW,Christian Dingert
2024-02-16T19:30:00Z,22,1. FC Köln,Bremen,0,1,0,0,1,Bremen,1. FC Köln,Daniel Siebert
2024-02-17T14:30:00Z,22,Wolfsburg,Dortmund,1,1,0,1,0,DRAW,DRAW,Martin Petersen
2024-02-17T14:30:00Z,22,Hoffenheim,Union Berlin,0,1,0,0,1,Union Berlin,Hoffenheim,Robert Hartmann
2024-02-17T14:30:00Z,22,Heidenheim,Leverkusen,1,2,0,1,1,Leverkusen,Heidenheim,Harm Osmers
2024-02-17T14:30:00Z,22,Mainz,Augsburg,1,0,1,0,1,Mainz,Augsburg,Tobias Reichel
2024-02-17T14:30:00Z,22,Darmstadt,Stuttgart,1,2,0,1,1,Stuttgart,Darmstadt,Tobias Welz
2024-02-17T17:30:00Z,22,RB Leipzig,M'gladbach,2,0,1,0,2,RB Leipzig,M'gladbach,Sören Storks
2024-02-18T14:30:00Z,22,Freiburg,Frankfurt,3,3,2,2,0,DRAW,DRAW,Tobias Stieler
2024-02-18T16:30:00Z,22,Bochum,Bayern,3,2,2,1,1,Bochum,Bayern,Daniel Schlager
2024-02-23T19:30:00Z,23,Leverkusen,Mainz,2,1,1,1,1,Leverkusen,Mainz,Timo Gerach
2024-02-24T14:30:00Z,23,Stuttgart,1. FC Köln,1,1,0,0,0,DRAW,DRAW,Patrick Ittrich
2024-02-24T14:30:00Z,23,Union Berlin,Heidenheim,2,2,2,1,0,DRAW,DRAW,Deniz Aytekin
2024-02-24T14:30:00Z,23,Bremen,Darmstadt,1,1,1,1,0,DRAW,DRAW,Florian Badstübner
2024-02-24T14:40:00Z,23,M'gladbach,Bochum,5,2,2,0,3,M'gladbach,Bochum,Frank Willenborg
2024-02-24T17:30:00Z,23,Bayern,RB Leipzig,2,1,0,0,1,Bayern,RB Leipzig,Sascha Stegemann
2024-02-25T14:30:00Z,23,Frankfurt,Wolfsburg,2,2,1,2,0,DRAW,DRAW,Daniel Schlager
2024-02-25T16:30:00Z,23,Dortmund,Hoffenheim,2,3,2,1,1,Hoffenheim,Dortmund,Marco Fritz
2024-02-25T18:30:00Z,23,Augsburg,Freiburg,2,1,0,1,1,Augsburg,Freiburg,Bastian Dankert
2024-03-01T19:30:00Z,24,Freiburg,Bayern,2,2,1,1,0,DRAW,DRAW,Sven Jablonski
2024-03-02T14:30:00Z,24,Union Berlin,Dortmund,0,2,0,1,2,Dortmund,Union Berlin,Christian Dingert
2024-03-02T14:30:00Z,24,Bochum,RB Leipzig,1,4,1,1,3,RB Leipzig,Bochum,Harm Osmers
2024-03-02T14:30:00Z,24,Heidenheim,Frankfurt,1,2,0,1,1,Frankfurt,Heidenheim,Sören Storks
2024-03-02T14:30:00Z,24,Mainz,M'gladbach,1,1,1,0,0,DRAW,DRAW,Robert Schröder
2024-03-02T14:30:00Z,24,Darmstadt,Augsburg,0,6,0,5,6,Augsburg,Darmstadt,Felix Zwayer
2024-03-02T17:30:00Z,24,Wolfsburg,Stuttgart,2,3,0,1,1,Stuttgart,Wolfsburg,Benjamin Brand
2024-03-03T14:30:00Z,24,1. FC Köln,Leverkusen,0,2,0,1,2,Leverkusen,1. FC Köln,Tobias Stieler
2024-03-03T16:30:00Z,24,Hoffenheim,Bremen,2,1,2,0,1,Hoffenheim,Bremen,Matthias Jöllenbeck
2024-03-08T19:30:00Z,25,Stuttgart,Union Berlin,2,0,1,0,2,Stuttgart,Union Berlin,Robert Schröder
2024-03-09T14:30:00Z,25,Bayern,Mainz,8,1,3,1,7,Bayern,Mainz,Patrick Ittrich
2024-03-09T14:30:00Z,25,M'gladbach,1. FC Köln,3,3,1,1,0,DRAW,DRAW,Felix Zwayer
2024-03-09T14:30:00Z,25,Augsburg,Heidenheim,1,0,1,0,1,Augsburg,Heidenheim,Tobias Welz
2024-03-09T14:30:00Z,25,RB Leipzig,Darmstadt,2,0,1,0,2,RB Leipzig,Darmstadt,Robert Hartmann
2024-03-09T17:30:00Z,25,Bremen,Dortmund,1,2,0,2,1,Dortmund,Bremen,Deniz Aytekin
2024-03-10T14:30:00Z,25,Bochum,Freiburg,1,2,0,1,1,Freiburg,Bochum,Marco Fritz
2024-03-10T16:30:00Z,25,Frankfurt,Hoffenheim,3,1,1,1,2,Frankfurt,Hoffenheim,Bastian Dankert
2024-03-10T18:30:00Z,25,Leverkusen,Wolfsburg,2,0,1,0,2,Leverkusen,Wolfsburg,Daniel Siebert
2024-03-15T19:30:00Z,26,1. FC Köln,RB Leipzig,1,5,1,1,4,RB Leipzig,1. FC Köln,Florian Badstübner
2024-03-16T14:30:00Z,26,Darmstadt,Bayern,2,5,1,2,3,Bayern,Darmstadt,Tobias Reichel
2024-03-16T14:30:00Z,26,Heidenheim,M'gladbach,1,1,0,1,0,DRAW,DRAW,Martin Petersen
2024-03-16T14:30:00Z,26,Union Berlin,Bremen,2,1,0,0,1,Union Berlin,Bremen,Daniel Schlager
2024-03-16T14:30:00Z,26,Mainz,Bochum,2,0,1,0,2,Mainz,Bochum,Matthias Jöllenbeck
2024-03-16T14:30:00Z,26,Wolfsburg,Augsburg,1,3,1,1,2,Augsburg,Wolfsburg,Timo Gerach
2024-03-16T17:30:00Z,26,Hoffenheim,Stuttgart,0,3,0,2,3,Stuttgart,Hoffenheim,Sascha Stegemann
2024-03-17T14:30:00Z,26,Freiburg,Leverkusen,2,3,1,2,1,Leverkusen,Freiburg,Harm Osmers
2024-03-17T16:30:00Z,26,Dortmund,Frankfurt,3,1,1,1,2,Dortmund,Frankfurt,Tobias Stieler
2024-03-30T14:30:00Z,27,Frankfurt,Union Berlin,0,0,0,0,0,DRAW,DRAW,Marco Fritz
2024-03-30T14:30:00Z,27,M'gladbach,Freiburg,0,3,0,1,3,Freiburg,M'gladbach,Christian Dingert
2024-03-30T14:30:00Z,27,Bremen,Wolfsburg,0,2,0,1,2,Wolfsburg,Bremen,Sascha Stegemann
2024-03-30T14:30:00Z,27,RB Leipzig,Mainz,0,0,0,0,0,DRAW,DRAW,Frank Willenborg
2024-03-30T14:30:00Z,27,Leverkusen,Hoffenheim,2,1,0,1,1,Leverkusen,Hoffenheim,Deniz Aytekin
2024-03-30T17:30:00Z,27,Bayern,Dortmund,0,2,0,1,2,Dortmund,Bayern,Harm Osmers
2024-03-31T13:30:00Z,27,Augsburg,1. FC Köln,1,1,1,1,0,DRAW,DRAW,Sören Storks
2024-03-31T15:30:00Z,27,Stuttgart,Heidenheim,3,3,1,0,0,DRAW,DRAW,Felix Zwayer
2024-03-31T17:30:00Z,27,Bochum,Darmstadt,2,2,1,0,0,DRAW,DRAW,Sven Jablonski
2024-04-05T18:30:00Z,28,Frankfurt,Bremen,1,1,0,0,0,DRAW,DRAW,Robert Hartmann
2024-04-06T13:30:00Z,28,Heidenheim,Bayern,3,2,0,2,1,Heidenheim,Bayern,Robert Schröder
2024-04-06T13:30:00Z,28,Freiburg,RB Leipzig,1,4,0,3,3,RB Leipzig,Freiburg,Daniel Siebert
2024-04-06T13:30:00Z,28,Union Berlin,Leverkusen,0,1,0,1,1,Leverkusen,Union Berlin,Benjamin Brand
2024-04-06T13:30:00Z,28,1. FC Köln,Bochum,2,1,0,0,1,1. FC Köln,Bochum,Tobias Welz
2024-04-06T13:30:00Z,28,Mainz,Darmstadt,4,0,1,0,4,Mainz,Darmstadt,Daniel Schlager
2024-04-06T16:30:00Z,28,Dortmund,Stuttgart,0,1,0,0,1,Stuttgart,Dortmund,Matthias Jöllenbeck
2024-04-07T13:30:00Z,28,Hoffenheim,Augsburg,3,1,2,0,2,Hoffenheim,Augsburg,Florian Exner
2024-04-07T15:30:00Z,28,Wolfsburg,M'gladbach,1,3,1,0,2,M'gladbach,Wolfsburg,Bastian Dankert
2024-04-12T18:30:00Z,29,Augsburg,Union Berlin,2,0,0,0,2,Augsburg,Union Berlin,Tobias Stieler
2024-04-13T13:30:00Z,29,M'gladbach,Dortmund,1,2,1,2,1,Dortmund,M'gladbach,Florian Badstübner
2024-04-13T13:30:00Z,29,RB Leipzig,Wolfsburg,3,0,1,0,3,RB Leipzig,Wolfsburg,Christian Dingert
